"Reservoir_name","Basin","Subbasin","Agency_name","Date","Year","Month","Full_reservoir_level","Live_capacity_FRL","Storage","Level"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-09","2022","11","53.15","4.975E-5","0.04215","52.54"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-10","2022","11","53.15","4.975E-5","0.0413","52.47"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-11","2022","11","53.15","4.975E-5","0.04045","52.4"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-12","2022","11","53.15","4.975E-5","0.04009","52.37"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-13","2022","11","53.15","4.975E-5","NA","NA"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-14","2022","11","53.15","4.975E-5","0.04009","52.37"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-15","2022","11","53.15","4.975E-5","0.04009","52.37"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-01","2022","11","20.4","3.983E-5","NA","NA"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-02","2022","11","20.4","3.983E-5","0.0234","19.04"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-03","2022","11","20.4","3.983E-5","0.02363","19.06"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-04","2022","11","20.4","3.983E-5","0.02317","19.02"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-05","2022","11","20.4","3.983E-5","0.02317","19.02"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-06","2022","11","20.4","3.983E-5","NA","NA"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-07","2022","11","20.4","3.983E-5","0.02295","19"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-08","2022","11","20.4","3.983E-5","NA","NA"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-09","2022","11","20.4","3.983E-5","0.02278","18.98"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-10","2022","11","20.4","3.983E-5","0.02252","18.95"
