Basin,Date,Evapotranspiration (mm),Year
Tapi Basin,2022-11-30,0.4,2022
Tapi Basin,2022-12-01,0.28,2022
Tapi Basin,2022-12-02,0.27,2022
Tapi Basin,2022-12-03,0.26,2022
Tapi Basin,2022-12-04,0.25,2022
Tapi Basin,2022-12-05,0.23,2022
Tapi Basin,2022-12-06,0.22,2022
Tapi Basin,2022-12-07,0.2,2022
Tapi Basin,2022-12-08,0.19,2022
Tapi Basin,2022-12-09,0.19,2022
Tapi Basin,2022-12-10,0.2,2022
Tapi Basin,2022-12-11,0.2,2022
Tapi Basin,2022-12-12,0.17,2022
Tapi Basin,2022-12-13,0.17,2022
Tapi Basin,2022-12-14,0.18,2022
Tapi Basin,2022-12-15,0.23,2022
Tapi Basin,2022-12-16,0.26,2022
Tapi Basin,2022-12-17,0.21,2022
Tapi Basin,2022-12-18,0.2,2022
Tapi Basin,2022-12-19,0.21,2022
Tapi Basin,2022-12-20,0.2,2022
Tapi Basin,2022-12-21,0.2,2022
Tapi Basin,2022-12-22,0.2,2022
Tapi Basin,2022-12-23,0.19,2022
Tapi Basin,2022-12-24,0.17,2022
Tapi Basin,2022-12-25,0.17,2022
Tapi Basin,2022-12-26,0.17,2022
Tapi Basin,2022-12-27,0.17,2022
Tapi Basin,2022-12-28,0.16,2022
Tapi Basin,2022-12-29,0.16,2022
Tapi Basin,2022-12-30,0.16,2022
Tapi Basin,2022-12-31,0.15,2022
Tapi Basin,2023-01-01,0.13,2023
Tapi Basin,2023-01-02,0.13,2023
Tapi Basin,2023-01-03,0.13,2023
Tapi Basin,2023-01-04,0.1,2023
Tapi Basin,2023-01-05,0.09,2023
Tapi Basin,2023-01-06,0.12,2023
Tapi Basin,2023-01-07,0.13,2023
Tapi Basin,2023-01-08,0.13,2023
Tapi Basin,2023-01-09,0.13,2023
Tapi Basin,2023-01-10,0.13,2023
Tapi Basin,2023-01-11,0.13,2023
Tapi Basin,2023-01-12,0.13,2023
Tapi Basin,2023-01-13,0.12,2023
Tapi Basin,2023-01-14,0.11,2023
Tapi Basin,2023-01-15,0.11,2023
Tapi Basin,2023-01-17,0.12,2023
Tapi Basin,2023-01-18,0.12,2023
Tapi Basin,2023-01-19,0.12,2023
Tapi Basin,2023-01-20,0.12,2023
Tapi Basin,2023-01-21,0.11,2023
Tapi Basin,2023-01-22,0.11,2023
Tapi Basin,2023-01-23,0.11,2023
Tapi Basin,2023-01-24,0.11,2023
Tapi Basin,2023-01-25,0.1,2023
Tapi Basin,2023-01-26,0.12,2023
Tapi Basin,2023-01-27,0.12,2023
Tapi Basin,2023-01-28,0.11,2023
Tapi Basin,2023-01-29,0.11,2023
Tapi Basin,2023-01-30,0.1,2023
Tapi Basin,2023-01-31,0.1,2023
Tapi Basin,2023-02-01,0.09,2023
Tapi Basin,2023-02-02,0.1,2023
Tapi Basin,2023-02-03,0.1,2023
Tapi Basin,2023-02-04,0.09,2023
Tapi Basin,2023-02-05,0.1,2023
Tapi Basin,2023-02-06,0.09,2023
Tapi Basin,2023-02-07,0.09,2023
Tapi Basin,2023-02-08,0.09,2023
Tapi Basin,2023-02-09,0.09,2023
Tapi Basin,2023-02-10,0.09,2023
Tapi Basin,2023-02-11,0.09,2023
Tapi Basin,2023-02-12,0.08,2023
Tapi Basin,2023-02-13,0.08,2023
Tapi Basin,2023-02-14,0.08,2023
Tapi Basin,2023-02-15,0.08,2023
Tapi Basin,2023-02-16,0.08,2023
Tapi Basin,2023-02-17,0.08,2023
Tapi Basin,2023-02-18,0.07,2023
Tapi Basin,2023-02-19,0.08,2023
Tapi Basin,2023-02-20,0.07,2023
Tapi Basin,2023-02-21,0.08,2023
Tapi Basin,2023-02-22,0.07,2023
Tapi Basin,2023-02-23,0.09,2023
Tapi Basin,2023-02-24,0.07,2023
Tapi Basin,2023-02-26,0.08,2023
Tapi Basin,2023-02-27,0.07,2023
Tapi Basin,2023-02-28,0.07,2023
Tapi Basin,2023-03-01,0.07,2023
Tapi Basin,2023-03-02,0.07,2023
Tapi Basin,2023-03-03,0.07,2023
Tapi Basin,2023-03-04,0.07,2023
Tapi Basin,2023-03-05,0.07,2023
Tapi Basin,2023-03-06,0.4,2023
Tapi Basin,2023-03-07,0.53,2023
Tapi Basin,2023-03-08,0.71,2023
Tapi Basin,2023-03-09,0.28,2023
Tapi Basin,2023-03-10,0.28,2023
Tapi Basin,2023-03-11,0.27,2023
Tapi Basin,2023-03-12,0.26,2023
Tapi Basin,2023-03-13,0.24,2023
Tapi Basin,2023-03-14,0.19,2023
Tapi Basin,2023-03-15,0.39,2023
Tapi Basin,2023-03-16,0.41,2023
Tapi Basin,2023-03-17,0.65,2023
Tapi Basin,2023-03-18,0.64,2023
Tapi Basin,2023-03-19,1.67,2023
Tapi Basin,2023-03-20,0.68,2023
Tapi Basin,2023-03-21,0.54,2023
Tapi Basin,2023-03-22,0.51,2023
Tapi Basin,2023-03-23,0.51,2023
Tapi Basin,2023-03-24,0.51,2023
Tapi Basin,2023-03-25,0.45,2023
Tapi Basin,2023-03-26,0.46,2023
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-01,3.54,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-02,3.81,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-03,3.91,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-04,4.02,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-05,3.72,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-06,4.2,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-07,4.05,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-08,4.2,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-09,3.75,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-10,4.04,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-11,2.63,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-12,3.12,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-13,3.99,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-14,3.66,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-15,4.22,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-16,4.08,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-17,3.78,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-18,3.39,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-19,3.59,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-20,3.39,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-21,3.53,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-22,3.41,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-23,3.19,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-24,3.19,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-25,3.11,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-26,3.17,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-27,2.64,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-28,2.86,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-29,3.92,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-11-30,3.4,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-01,3.22,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-02,2.88,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-03,2.61,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-04,2.92,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-05,3.05,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-06,3,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-07,2.59,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-08,2.64,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-09,2.22,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-10,2.94,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-11,2.28,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-12,3.58,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-13,4.2,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-14,3.42,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-15,3.73,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-16,3.69,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-17,3.59,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-18,3.25,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-19,3.1,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-20,2.98,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-21,3.04,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-22,2.96,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-23,2.94,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-24,2.76,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-25,2.64,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-26,2.05,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-27,2.34,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-28,2.05,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-29,2.34,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-30,2.22,2022
West flowing rivers from Tadri to Kanyakumari Basin,2022-12-31,2.21,2022
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-01,1.94,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-02,1.79,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-03,1.72,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-04,1.66,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-05,1.58,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-06,1.56,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-07,1.5,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-08,1.43,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-09,1.37,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-10,1.44,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-11,1.43,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-12,1.4,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-13,1.27,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-14,1.42,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-15,1.41,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-17,1.27,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-18,1.27,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-19,1.31,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-20,1.29,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-21,1.32,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-22,1.23,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-23,1.15,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-24,1.02,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-25,1.46,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-26,1.7,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-27,1.43,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-28,1.39,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-29,1.4,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-30,1.3,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-01-31,1.19,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-01,1.24,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-02,1.05,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-03,1.02,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-04,1.44,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-05,1.16,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-06,1.19,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-07,1.19,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-08,1.14,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-09,1.07,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-10,1.07,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-11,1.05,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-12,1.03,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-13,1.1,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-14,1.06,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-15,1.05,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-16,1.01,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-17,0.99,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-18,0.98,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-19,0.96,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-20,0.94,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-21,0.92,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-22,0.89,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-23,0.9,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-24,0.91,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-26,0.84,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-27,0.83,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-02-28,0.84,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-01,0.72,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-02,0.76,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-03,0.75,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-04,0.73,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-05,0.7,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-06,0.7,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-07,0.7,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-08,0.66,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-09,0.66,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-10,0.65,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-11,0.64,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-12,0.62,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-13,0.61,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-14,0.6,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-15,0.59,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-16,1.27,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-17,1.68,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-18,1.33,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-19,1.62,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-20,1.11,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-21,0.9,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-22,0.76,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-23,0.67,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-24,0.67,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-25,1.22,2023
West flowing rivers from Tadri to Kanyakumari Basin,2023-03-26,1.53,2023
West flowing rivers from Tapi to Tadri Basin,2022-11-01,3.28,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-02,3.06,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-03,2.87,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-04,2.94,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-05,2.75,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-06,2.55,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-07,2.5,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-08,2.4,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-09,2.26,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-10,2.15,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-11,2.04,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-12,1.72,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-13,1.85,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-14,1.78,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-15,1.63,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-16,1.56,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-17,1.6,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-18,1.39,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-19,1.29,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-20,1.25,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-21,1.36,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-22,1.26,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-23,1.2,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-24,1.21,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-25,1.22,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-26,1.1,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-27,1.05,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-28,1.01,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-29,1.06,2022
West flowing rivers from Tapi to Tadri Basin,2022-11-30,1.22,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-01,1.06,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-02,1.02,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-03,0.98,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-04,0.93,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-05,0.86,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-06,0.91,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-07,0.89,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-08,0.86,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-09,0.89,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-10,0.94,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-11,0.8,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-12,1.1,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-13,0.82,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-14,1.08,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-15,0.93,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-16,1.02,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-17,0.97,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-18,0.92,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-19,0.93,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-20,0.97,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-21,0.97,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-22,0.94,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-23,0.87,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-24,0.88,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-25,0.88,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-26,0.88,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-27,0.85,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-28,0.85,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-29,0.83,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-30,0.83,2022
West flowing rivers from Tapi to Tadri Basin,2022-12-31,0.79,2022
West flowing rivers from Tapi to Tadri Basin,2023-01-01,0.71,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-02,0.74,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-03,0.69,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-04,0.67,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-05,0.67,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-06,0.72,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-07,0.65,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-08,0.66,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-09,0.69,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-10,0.71,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-11,0.73,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-12,0.7,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-13,0.67,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-14,0.7,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-15,0.71,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-17,0.7,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-18,0.7,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-19,0.69,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-20,0.68,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-21,0.66,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-22,0.64,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-23,0.62,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-24,0.6,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-25,0.58,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-26,0.58,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-27,0.57,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-28,0.56,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-29,0.54,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-30,0.52,2023
West flowing rivers from Tapi to Tadri Basin,2023-01-31,0.51,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-01,0.44,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-02,0.43,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-03,0.42,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-04,0.41,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-05,0.4,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-06,0.4,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-07,0.39,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-08,0.37,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-09,0.36,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-10,0.35,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-11,0.34,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-12,0.33,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-13,0.3,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-14,0.3,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-15,0.3,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-16,0.27,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-17,0.27,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-18,0.26,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-19,0.26,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-20,0.25,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-21,0.24,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-22,0.23,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-23,0.22,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-24,0.18,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-26,0.2,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-27,0.19,2023
West flowing rivers from Tapi to Tadri Basin,2023-02-28,0.19,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-01,0.16,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-02,0.15,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-03,0.15,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-04,0.14,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-05,0.14,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-06,0.22,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-07,0.4,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-08,0.31,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-09,0.25,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-10,0.23,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-11,0.22,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-12,0.21,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-13,0.19,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-14,0.19,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-15,0.21,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-16,0.25,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-17,0.32,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-18,0.42,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-19,0.35,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-20,0.42,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-21,0.33,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-22,0.46,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-23,0.42,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-24,0.4,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-25,0.35,2023
West flowing rivers from Tapi to Tadri Basin,2023-03-26,0.37,2023
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-01,0.36,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-02,0.35,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-03,0.34,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-04,0.33,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-05,0.32,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-06,0.3,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-07,0.28,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-08,0.27,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-09,0.26,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-10,0.25,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-11,0.25,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-12,0.22,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-13,0.24,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-14,0.23,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-15,0.22,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-16,0.22,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-17,0.21,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-18,0.19,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-19,0.19,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-20,0.19,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-21,0.19,2022
West flowing rivers of Kutch and Saurashtra including Luni Basin,2022-11-22,0.2,2022
