Basin,Date,Evapotranspiration (mm),Year
East flowing rivers between Pennar and Kanyakumari Basin,2023-01-22,0.71,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-01-23,0.59,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-01-24,0.71,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-01-25,0.92,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-01-26,0.72,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-01-27,0.71,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-01-28,0.71,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-01-29,0.69,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-01-30,0.6,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-01-31,0.6,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-01,0.63,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-02,0.53,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-03,0.79,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-04,1.19,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-05,0.87,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-06,0.84,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-07,0.85,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-08,0.82,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-09,0.79,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-10,0.8,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-11,0.74,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-12,0.72,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-13,0.79,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-14,0.75,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-15,0.73,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-16,0.7,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-17,0.69,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-18,0.68,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-19,0.66,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-20,0.66,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-21,0.66,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-22,0.64,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-23,0.63,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-24,0.61,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-26,0.59,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-27,0.58,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-02-28,0.54,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-01,0.6,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-02,0.64,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-03,0.56,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-04,0.55,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-05,0.52,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-06,0.51,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-07,0.5,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-08,0.47,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-09,0.45,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-10,0.43,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-11,0.44,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-12,0.44,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-13,0.43,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-14,0.43,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-15,0.41,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-16,0.38,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-17,0.49,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-18,0.88,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-19,0.82,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-20,1.54,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-21,1.61,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-22,1.18,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-23,0.99,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-24,1.23,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-25,1.43,2023
East flowing rivers between Pennar and Kanyakumari Basin,2023-03-26,1.18,2023
Ganga Basin,2022-11-01,1.39,2022
Ganga Basin,2022-11-02,1.32,2022
Ganga Basin,2022-11-03,1.28,2022
Ganga Basin,2022-11-04,1.22,2022
Ganga Basin,2022-11-05,1.16,2022
Ganga Basin,2022-11-06,1.1,2022
Ganga Basin,2022-11-07,1.04,2022
Ganga Basin,2022-11-08,0.97,2022
Ganga Basin,2022-11-09,0.89,2022
Ganga Basin,2022-11-10,0.91,2022
Ganga Basin,2022-11-11,0.83,2022
Ganga Basin,2022-11-12,0.71,2022
Ganga Basin,2022-11-13,0.77,2022
Ganga Basin,2022-11-14,0.74,2022
Ganga Basin,2022-11-15,0.73,2022
Ganga Basin,2022-11-16,0.69,2022
Ganga Basin,2022-11-17,0.62,2022
Ganga Basin,2022-11-18,0.52,2022
Ganga Basin,2022-11-19,0.51,2022
Ganga Basin,2022-11-20,0.51,2022
Ganga Basin,2022-11-21,0.55,2022
Ganga Basin,2022-11-22,0.54,2022
Ganga Basin,2022-11-23,0.51,2022
Ganga Basin,2022-11-24,0.5,2022
Ganga Basin,2022-11-25,0.48,2022
Ganga Basin,2022-11-26,0.47,2022
Ganga Basin,2022-11-27,0.45,2022
Ganga Basin,2022-11-28,0.44,2022
Ganga Basin,2022-11-29,0.42,2022
Ganga Basin,2022-11-30,0.4,2022
Ganga Basin,2022-12-01,0.32,2022
Ganga Basin,2022-12-02,0.31,2022
Ganga Basin,2022-12-03,0.3,2022
Ganga Basin,2022-12-04,0.29,2022
Ganga Basin,2022-12-05,0.27,2022
Ganga Basin,2022-12-06,0.25,2022
Ganga Basin,2022-12-07,0.25,2022
Ganga Basin,2022-12-08,0.24,2022
Ganga Basin,2022-12-09,0.25,2022
Ganga Basin,2022-12-10,0.24,2022
Ganga Basin,2022-12-11,0.24,2022
Ganga Basin,2022-12-12,0.24,2022
Ganga Basin,2022-12-13,0.22,2022
Ganga Basin,2022-12-14,0.22,2022
Ganga Basin,2022-12-15,0.2,2022
Ganga Basin,2022-12-16,0.2,2022
Ganga Basin,2022-12-17,0.2,2022
Ganga Basin,2022-12-18,0.19,2022
Ganga Basin,2022-12-19,0.19,2022
Ganga Basin,2022-12-20,0.18,2022
Ganga Basin,2022-12-21,0.17,2022
Ganga Basin,2022-12-22,0.17,2022
Ganga Basin,2022-12-23,0.18,2022
Ganga Basin,2022-12-24,0.16,2022
Ganga Basin,2022-12-25,0.16,2022
Ganga Basin,2022-12-26,0.15,2022
Ganga Basin,2022-12-27,0.14,2022
Ganga Basin,2022-12-28,0.15,2022
Ganga Basin,2022-12-29,0.15,2022
Ganga Basin,2022-12-30,0.15,2022
Ganga Basin,2022-12-31,0.14,2022
Ganga Basin,2023-01-01,0.14,2023
Ganga Basin,2023-01-02,0.12,2023
Ganga Basin,2023-01-03,0.1,2023
Ganga Basin,2023-01-04,0.1,2023
Ganga Basin,2023-01-05,0.11,2023
Ganga Basin,2023-01-06,0.12,2023
Ganga Basin,2023-01-07,0.14,2023
Ganga Basin,2023-01-08,0.16,2023
Ganga Basin,2023-01-09,0.18,2023
Ganga Basin,2023-01-10,0.18,2023
Ganga Basin,2023-01-11,0.18,2023
Ganga Basin,2023-01-12,0.2,2023
Ganga Basin,2023-01-13,0.24,2023
Ganga Basin,2023-01-14,0.21,2023
Ganga Basin,2023-01-15,0.18,2023
Ganga Basin,2023-01-17,0.18,2023
Ganga Basin,2023-01-18,0.18,2023
Ganga Basin,2023-01-19,0.19,2023
Ganga Basin,2023-01-20,0.21,2023
Ganga Basin,2023-01-21,0.21,2023
Ganga Basin,2023-01-22,0.21,2023
Ganga Basin,2023-01-23,0.22,2023
Ganga Basin,2023-01-24,0.22,2023
Ganga Basin,2023-01-25,0.34,2023
Ganga Basin,2023-01-26,0.41,2023
Ganga Basin,2023-01-27,0.34,2023
Ganga Basin,2023-01-28,0.29,2023
Ganga Basin,2023-01-29,0.28,2023
Ganga Basin,2023-01-30,0.42,2023
Ganga Basin,2023-01-31,0.59,2023
Ganga Basin,2023-02-01,0.46,2023
Ganga Basin,2023-02-02,0.46,2023
Ganga Basin,2023-02-03,0.46,2023
Ganga Basin,2023-02-04,0.46,2023
Ganga Basin,2023-02-05,0.46,2023
Ganga Basin,2023-02-06,0.45,2023
Ganga Basin,2023-02-07,0.43,2023
Ganga Basin,2023-02-08,0.41,2023
Ganga Basin,2023-02-09,0.41,2023
Ganga Basin,2023-02-10,0.43,2023
Ganga Basin,2023-02-11,0.42,2023
Ganga Basin,2023-02-12,0.39,2023
Ganga Basin,2023-02-13,0.37,2023
Ganga Basin,2023-02-14,0.37,2023
Ganga Basin,2023-02-15,0.38,2023
Ganga Basin,2023-02-16,0.39,2023
Ganga Basin,2023-02-17,0.37,2023
Ganga Basin,2023-02-18,0.37,2023
Ganga Basin,2023-02-19,0.36,2023
Ganga Basin,2023-02-20,0.36,2023
Ganga Basin,2023-02-21,0.35,2023
Ganga Basin,2023-02-22,0.34,2023
Ganga Basin,2023-02-23,0.37,2023
Ganga Basin,2023-02-24,0.31,2023
Ganga Basin,2023-02-26,0.43,2023
Ganga Basin,2023-02-27,0.41,2023
Ganga Basin,2023-02-28,0.4,2023
Ganga Basin,2023-03-01,0.41,2023
Ganga Basin,2023-03-02,0.42,2023
Ganga Basin,2023-03-03,0.4,2023
Ganga Basin,2023-03-04,0.36,2023
Ganga Basin,2023-03-05,0.41,2023
Ganga Basin,2023-03-06,0.41,2023
Ganga Basin,2023-03-07,0.41,2023
Ganga Basin,2023-03-08,0.41,2023
Ganga Basin,2023-03-09,0.48,2023
Ganga Basin,2023-03-10,0.45,2023
Ganga Basin,2023-03-11,0.43,2023
Ganga Basin,2023-03-12,0.43,2023
Ganga Basin,2023-03-13,0.42,2023
Ganga Basin,2023-03-14,0.42,2023
Ganga Basin,2023-03-15,0.39,2023
Ganga Basin,2023-03-16,0.41,2023
Ganga Basin,2023-03-17,0.56,2023
Ganga Basin,2023-03-18,0.98,2023
Ganga Basin,2023-03-19,1.07,2023
Ganga Basin,2023-03-20,1.57,2023
Ganga Basin,2023-03-21,1.57,2023
Ganga Basin,2023-03-22,1.66,2023
Ganga Basin,2023-03-23,1.4,2023
Ganga Basin,2023-03-24,1.34,2023
Ganga Basin,2023-03-25,1.16,2023
Ganga Basin,2023-03-26,1.35,2023
Godavari Basin,2022-11-01,2.15,2022
Godavari Basin,2022-11-02,2.02,2022
Godavari Basin,2022-11-03,2.07,2022
Godavari Basin,2022-11-04,2,2022
Godavari Basin,2022-11-05,1.99,2022
Godavari Basin,2022-11-06,1.9,2022
Godavari Basin,2022-11-07,1.79,2022
Godavari Basin,2022-11-08,1.69,2022
Godavari Basin,2022-11-09,1.6,2022
Godavari Basin,2022-11-10,1.51,2022
Godavari Basin,2022-11-11,1.41,2022
Godavari Basin,2022-11-12,1.25,2022
Godavari Basin,2022-11-13,1.27,2022
Godavari Basin,2022-11-14,1.25,2022
Godavari Basin,2022-11-15,1.21,2022
Godavari Basin,2022-11-16,1.17,2022
Godavari Basin,2022-11-17,1.11,2022
Godavari Basin,2022-11-18,0.94,2022
Godavari Basin,2022-11-19,0.89,2022
Godavari Basin,2022-11-20,0.87,2022
Godavari Basin,2022-11-21,0.85,2022
Godavari Basin,2022-11-22,0.97,2022
Godavari Basin,2022-11-23,0.86,2022
Godavari Basin,2022-11-24,0.82,2022
Godavari Basin,2022-11-25,0.76,2022
Godavari Basin,2022-11-26,0.77,2022
Godavari Basin,2022-11-27,0.76,2022
Godavari Basin,2022-11-28,0.75,2022
Godavari Basin,2022-11-29,0.72,2022
Godavari Basin,2022-11-30,0.71,2022
Godavari Basin,2022-12-01,0.54,2022
Godavari Basin,2022-12-02,0.51,2022
Godavari Basin,2022-12-03,0.48,2022
Godavari Basin,2022-12-04,0.46,2022
Godavari Basin,2022-12-05,0.45,2022
Godavari Basin,2022-12-06,0.44,2022
Godavari Basin,2022-12-07,0.39,2022
Godavari Basin,2022-12-08,0.39,2022
Godavari Basin,2022-12-09,0.38,2022
Godavari Basin,2022-12-10,0.41,2022
Godavari Basin,2022-12-11,0.6,2022
Godavari Basin,2022-12-12,0.47,2022
Godavari Basin,2022-12-13,0.55,2022
Godavari Basin,2022-12-14,0.48,2022
Godavari Basin,2022-12-15,0.47,2022
Godavari Basin,2022-12-16,0.48,2022
Godavari Basin,2022-12-17,0.43,2022
Godavari Basin,2022-12-18,0.41,2022
Godavari Basin,2022-12-19,0.43,2022
Godavari Basin,2022-12-20,0.44,2022
Godavari Basin,2022-12-21,0.44,2022
Godavari Basin,2022-12-22,0.43,2022
Godavari Basin,2022-12-23,0.44,2022
Godavari Basin,2022-12-24,0.44,2022
Godavari Basin,2022-12-25,0.42,2022
Godavari Basin,2022-12-26,0.41,2022
Godavari Basin,2022-12-27,0.4,2022
Godavari Basin,2022-12-28,0.39,2022
Godavari Basin,2022-12-29,0.38,2022
Godavari Basin,2022-12-30,0.4,2022
Godavari Basin,2022-12-31,0.38,2022
Godavari Basin,2023-01-01,0.32,2023
Godavari Basin,2023-01-02,0.31,2023
Godavari Basin,2023-01-03,0.3,2023
Godavari Basin,2023-01-04,0.25,2023
Godavari Basin,2023-01-05,0.25,2023
Godavari Basin,2023-01-06,0.3,2023
Godavari Basin,2023-01-07,0.29,2023
Godavari Basin,2023-01-08,0.3,2023
Godavari Basin,2023-01-09,0.33,2023
Godavari Basin,2023-01-10,0.33,2023
Godavari Basin,2023-01-11,0.33,2023
Godavari Basin,2023-01-12,0.32,2023
Godavari Basin,2023-01-13,0.32,2023
Godavari Basin,2023-01-14,0.31,2023
Godavari Basin,2023-01-15,0.31,2023
Godavari Basin,2023-01-17,0.3,2023
Godavari Basin,2023-01-18,0.29,2023
Godavari Basin,2023-01-19,0.29,2023
Godavari Basin,2023-01-20,0.28,2023
Godavari Basin,2023-01-21,0.28,2023
Godavari Basin,2023-01-22,0.28,2023
Godavari Basin,2023-01-23,0.27,2023
Godavari Basin,2023-01-24,0.27,2023
Godavari Basin,2023-01-25,0.26,2023
Godavari Basin,2023-01-26,0.26,2023
Godavari Basin,2023-01-27,0.26,2023
Godavari Basin,2023-01-28,0.25,2023
Godavari Basin,2023-01-29,0.24,2023
Godavari Basin,2023-01-30,0.23,2023
Godavari Basin,2023-01-31,0.23,2023
Godavari Basin,2023-02-01,0.21,2023
Godavari Basin,2023-02-02,0.21,2023
Godavari Basin,2023-02-03,0.21,2023
Godavari Basin,2023-02-04,0.21,2023
Godavari Basin,2023-02-05,0.2,2023
Godavari Basin,2023-02-06,0.2,2023
Godavari Basin,2023-02-07,0.19,2023
Godavari Basin,2023-02-08,0.19,2023
Godavari Basin,2023-02-09,0.19,2023
Godavari Basin,2023-02-10,0.18,2023
Godavari Basin,2023-02-11,0.18,2023
Godavari Basin,2023-02-12,0.17,2023
Godavari Basin,2023-02-13,0.17,2023
Godavari Basin,2023-02-14,0.16,2023
Godavari Basin,2023-02-15,0.16,2023
Godavari Basin,2023-02-16,0.16,2023
Godavari Basin,2023-02-17,0.15,2023
Godavari Basin,2023-02-18,0.15,2023
Godavari Basin,2023-02-19,0.15,2023
Godavari Basin,2023-02-20,0.15,2023
Godavari Basin,2023-02-21,0.14,2023
Godavari Basin,2023-02-22,0.14,2023
Godavari Basin,2023-02-23,0.13,2023
Godavari Basin,2023-02-24,0.13,2023
Godavari Basin,2023-02-26,0.13,2023
Godavari Basin,2023-02-27,0.13,2023
Godavari Basin,2023-02-28,0.12,2023
Godavari Basin,2023-03-01,0.12,2023
Godavari Basin,2023-03-02,0.11,2023
Godavari Basin,2023-03-03,0.11,2023
Godavari Basin,2023-03-04,0.11,2023
Godavari Basin,2023-03-05,0.11,2023
Godavari Basin,2023-03-06,0.12,2023
Godavari Basin,2023-03-07,0.23,2023
Godavari Basin,2023-03-08,0.37,2023
Godavari Basin,2023-03-09,0.18,2023
Godavari Basin,2023-03-10,0.16,2023
Godavari Basin,2023-03-11,0.16,2023
Godavari Basin,2023-03-12,0.16,2023
Godavari Basin,2023-03-13,0.15,2023
Godavari Basin,2023-03-14,0.14,2023
Godavari Basin,2023-03-15,0.13,2023
Godavari Basin,2023-03-16,0.47,2023
Godavari Basin,2023-03-17,0.67,2023
Godavari Basin,2023-03-18,1.54,2023
Godavari Basin,2023-03-19,1.48,2023
Godavari Basin,2023-03-20,1.78,2023
Godavari Basin,2023-03-21,1.17,2023
Godavari Basin,2023-03-22,1.13,2023
Godavari Basin,2023-03-23,1.05,2023
Godavari Basin,2023-03-24,1.04,2023
Godavari Basin,2023-03-25,0.91,2023
Godavari Basin,2023-03-26,0.92,2023
Indus (Up to border) Basin,2022-11-01,0.5,2022
Indus (Up to border) Basin,2022-11-02,0.63,2022
Indus (Up to border) Basin,2022-11-03,0.58,2022
Indus (Up to border) Basin,2022-11-04,0.57,2022
Indus (Up to border) Basin,2022-11-05,0.45,2022
Indus (Up to border) Basin,2022-11-06,0.52,2022
Indus (Up to border) Basin,2022-11-07,0.51,2022
Indus (Up to border) Basin,2022-11-08,0.71,2022
Indus (Up to border) Basin,2022-11-09,0.51,2022
Indus (Up to border) Basin,2022-11-10,0.69,2022
Indus (Up to border) Basin,2022-11-11,0.84,2022
Indus (Up to border) Basin,2022-11-12,0.36,2022
Indus (Up to border) Basin,2022-11-13,0.72,2022
Indus (Up to border) Basin,2022-11-14,0.4,2022
Indus (Up to border) Basin,2022-11-15,0.96,2022
Indus (Up to border) Basin,2022-11-16,0.67,2022
Indus (Up to border) Basin,2022-11-17,0.67,2022
Indus (Up to border) Basin,2022-11-18,0.36,2022
Indus (Up to border) Basin,2022-11-19,0.24,2022
Indus (Up to border) Basin,2022-11-20,0.28,2022
Indus (Up to border) Basin,2022-11-21,0.65,2022
Indus (Up to border) Basin,2022-11-22,0.64,2022
Indus (Up to border) Basin,2022-11-23,0.63,2022
Indus (Up to border) Basin,2022-11-24,0.65,2022
Indus (Up to border) Basin,2022-11-25,0.61,2022
Indus (Up to border) Basin,2022-11-26,0.63,2022
Indus (Up to border) Basin,2022-11-27,0.6,2022
Indus (Up to border) Basin,2022-11-28,0.54,2022
Indus (Up to border) Basin,2022-11-29,0.54,2022
Indus (Up to border) Basin,2022-11-30,0.55,2022
Indus (Up to border) Basin,2022-12-01,0.46,2022
Indus (Up to border) Basin,2022-12-02,0.45,2022
Indus (Up to border) Basin,2022-12-03,0.55,2022
Indus (Up to border) Basin,2022-12-04,0.45,2022
Indus (Up to border) Basin,2022-12-05,0.4,2022
Indus (Up to border) Basin,2022-12-06,0.41,2022
Indus (Up to border) Basin,2022-12-07,0.37,2022
Indus (Up to border) Basin,2022-12-08,0.31,2022
Indus (Up to border) Basin,2022-12-09,0.33,2022
Indus (Up to border) Basin,2022-12-10,0.3,2022
Indus (Up to border) Basin,2022-12-11,0.28,2022
Indus (Up to border) Basin,2022-12-12,0.32,2022
Indus (Up to border) Basin,2022-12-13,0.33,2022
Indus (Up to border) Basin,2022-12-14,0.3,2022
Indus (Up to border) Basin,2022-12-15,0.31,2022
Indus (Up to border) Basin,2022-12-16,0.31,2022
Indus (Up to border) Basin,2022-12-17,0.32,2022
Indus (Up to border) Basin,2022-12-18,0.31,2022
Indus (Up to border) Basin,2022-12-19,0.28,2022
Indus (Up to border) Basin,2022-12-20,0.25,2022
Indus (Up to border) Basin,2022-12-21,0.23,2022
Indus (Up to border) Basin,2022-12-22,0.22,2022
Indus (Up to border) Basin,2022-12-23,0.19,2022
Indus (Up to border) Basin,2022-12-24,0.19,2022
Indus (Up to border) Basin,2022-12-25,0.16,2022
Indus (Up to border) Basin,2022-12-26,0.21,2022
Indus (Up to border) Basin,2022-12-27,0.21,2022
Indus (Up to border) Basin,2022-12-28,0.22,2022
Indus (Up to border) Basin,2022-12-29,0.13,2022
Indus (Up to border) Basin,2022-12-30,0.22,2022
Indus (Up to border) Basin,2022-12-31,0.23,2022
Indus (Up to border) Basin,2023-01-01,0.15,2023
Indus (Up to border) Basin,2023-01-02,0.19,2023
Indus (Up to border) Basin,2023-01-03,0.17,2023
Indus (Up to border) Basin,2023-01-04,0.18,2023
Indus (Up to border) Basin,2023-01-05,0.24,2023
Indus (Up to border) Basin,2023-01-06,0.2,2023
Indus (Up to border) Basin,2023-01-07,0.26,2023
Indus (Up to border) Basin,2023-01-08,0.28,2023
Indus (Up to border) Basin,2023-01-09,0.24,2023
Indus (Up to border) Basin,2023-01-10,0.25,2023
Indus (Up to border) Basin,2023-01-11,0.17,2023
Indus (Up to border) Basin,2023-01-12,0.34,2023
Indus (Up to border) Basin,2023-01-13,0.28,2023
Indus (Up to border) Basin,2023-01-14,0.21,2023
Indus (Up to border) Basin,2023-01-15,0.16,2023
Indus (Up to border) Basin,2023-01-17,0.22,2023
Indus (Up to border) Basin,2023-01-18,0.22,2023
Indus (Up to border) Basin,2023-01-19,0.29,2023
Indus (Up to border) Basin,2023-01-20,0.34,2023
Indus (Up to border) Basin,2023-01-21,0.25,2023
Indus (Up to border) Basin,2023-01-22,0.27,2023
Indus (Up to border) Basin,2023-01-23,0.33,2023
Indus (Up to border) Basin,2023-01-24,0.27,2023
Indus (Up to border) Basin,2023-01-25,0.27,2023
Indus (Up to border) Basin,2023-01-26,0.56,2023
Indus (Up to border) Basin,2023-01-27,0.44,2023
Indus (Up to border) Basin,2023-01-28,0.41,2023
Indus (Up to border) Basin,2023-01-29,0.36,2023
Indus (Up to border) Basin,2023-01-30,0.26,2023
Indus (Up to border) Basin,2023-01-31,0.66,2023
Indus (Up to border) Basin,2023-02-01,0.55,2023
Indus (Up to border) Basin,2023-02-02,0.56,2023
Indus (Up to border) Basin,2023-02-03,0.6,2023
Indus (Up to border) Basin,2023-02-04,0.63,2023
Indus (Up to border) Basin,2023-02-05,0.62,2023
Indus (Up to border) Basin,2023-02-06,0.58,2023
Indus (Up to border) Basin,2023-02-07,0.68,2023
Indus (Up to border) Basin,2023-02-08,0.6,2023
Indus (Up to border) Basin,2023-02-09,0.51,2023
Indus (Up to border) Basin,2023-02-10,0.74,2023
Indus (Up to border) Basin,2023-02-11,0.54,2023
Indus (Up to border) Basin,2023-02-12,0.58,2023
Indus (Up to border) Basin,2023-02-13,0.66,2023
Indus (Up to border) Basin,2023-02-14,0.82,2023
Indus (Up to border) Basin,2023-02-15,0.88,2023
Indus (Up to border) Basin,2023-02-16,0.85,2023
Indus (Up to border) Basin,2023-02-17,0.86,2023
Indus (Up to border) Basin,2023-02-18,0.87,2023
Indus (Up to border) Basin,2023-02-19,0.75,2023
Indus (Up to border) Basin,2023-02-20,0.76,2023
Indus (Up to border) Basin,2023-02-21,0.66,2023
Indus (Up to border) Basin,2023-02-22,0.8,2023
Indus (Up to border) Basin,2023-02-23,0.82,2023
Indus (Up to border) Basin,2023-02-24,0.46,2023
Indus (Up to border) Basin,2023-02-26,0.74,2023
Indus (Up to border) Basin,2023-02-27,0.89,2023
Indus (Up to border) Basin,2023-02-28,0.62,2023
Indus (Up to border) Basin,2023-03-01,0.99,2023
Indus (Up to border) Basin,2023-03-02,0.96,2023
Indus (Up to border) Basin,2023-03-03,0.89,2023
Indus (Up to border) Basin,2023-03-04,0.94,2023
Indus (Up to border) Basin,2023-03-05,0.89,2023
Indus (Up to border) Basin,2023-03-06,0.94,2023
Indus (Up to border) Basin,2023-03-07,0.95,2023
Indus (Up to border) Basin,2023-03-08,0.92,2023
Indus (Up to border) Basin,2023-03-09,0.95,2023
Indus (Up to border) Basin,2023-03-10,0.91,2023
Indus (Up to border) Basin,2023-03-11,0.89,2023
Indus (Up to border) Basin,2023-03-12,0.85,2023
Indus (Up to border) Basin,2023-03-13,0.81,2023
Indus (Up to border) Basin,2023-03-14,0.8,2023
Indus (Up to border) Basin,2023-03-15,0.8,2023
Indus (Up to border) Basin,2023-03-16,0.39,2023
Indus (Up to border) Basin,2023-03-17,0.63,2023
Indus (Up to border) Basin,2023-03-18,0.82,2023
Indus (Up to border) Basin,2023-03-19,1.14,2023
Indus (Up to border) Basin,2023-03-20,0.77,2023
Indus (Up to border) Basin,2023-03-21,1,2023
Indus (Up to border) Basin,2023-03-22,1.3,2023
Indus (Up to border) Basin,2023-03-23,1.21,2023
Indus (Up to border) Basin,2023-03-24,1.19,2023
Indus (Up to border) Basin,2023-03-25,0.74,2023
Indus (Up to border) Basin,2023-03-26,2.12,2023
Krishna Basin,2022-11-01,2.46,2022
Krishna Basin,2022-11-02,2.33,2022
Krishna Basin,2022-11-03,2.37,2022
Krishna Basin,2022-11-04,2.4,2022
Krishna Basin,2022-11-05,2.27,2022
Krishna Basin,2022-11-06,2.21,2022
Krishna Basin,2022-11-07,2.17,2022
Krishna Basin,2022-11-08,2.08,2022
Krishna Basin,2022-11-09,1.94,2022
Krishna Basin,2022-11-10,1.78,2022
Krishna Basin,2022-11-11,1.64,2022
Krishna Basin,2022-11-12,1.3,2022
Krishna Basin,2022-11-13,1.42,2022
Krishna Basin,2022-11-14,1.38,2022
Krishna Basin,2022-11-15,1.31,2022
Krishna Basin,2022-11-16,1.27,2022
Krishna Basin,2022-11-17,1.19,2022
Krishna Basin,2022-11-18,1.01,2022
Krishna Basin,2022-11-19,0.92,2022
Krishna Basin,2022-11-20,0.85,2022
Krishna Basin,2022-11-21,0.86,2022
Krishna Basin,2022-11-22,0.91,2022
Krishna Basin,2022-11-23,0.79,2022
Krishna Basin,2022-11-24,0.86,2022
Krishna Basin,2022-11-25,0.77,2022
Krishna Basin,2022-11-26,0.75,2022
Krishna Basin,2022-11-27,0.71,2022
Krishna Basin,2022-11-28,0.67,2022
Krishna Basin,2022-11-29,0.65,2022
Krishna Basin,2022-11-30,0.65,2022
Krishna Basin,2022-12-01,0.46,2022
Krishna Basin,2022-12-02,0.43,2022
Krishna Basin,2022-12-03,0.39,2022
Krishna Basin,2022-12-04,0.39,2022
Krishna Basin,2022-12-05,0.36,2022
Krishna Basin,2022-12-06,0.35,2022
Krishna Basin,2022-12-07,0.33,2022
Krishna Basin,2022-12-08,0.32,2022
Krishna Basin,2022-12-09,0.29,2022
Krishna Basin,2022-12-10,0.42,2022
Krishna Basin,2022-12-11,0.86,2022
Krishna Basin,2022-12-12,0.87,2022
Krishna Basin,2022-12-13,0.77,2022
Krishna Basin,2022-12-14,0.64,2022
Krishna Basin,2022-12-15,0.54,2022
Krishna Basin,2022-12-16,0.55,2022
Krishna Basin,2022-12-17,0.52,2022
Krishna Basin,2022-12-18,0.48,2022
Krishna Basin,2022-12-19,0.47,2022
Krishna Basin,2022-12-20,0.47,2022
Krishna Basin,2022-12-21,0.45,2022
Krishna Basin,2022-12-22,0.44,2022
Krishna Basin,2022-12-23,0.42,2022
Krishna Basin,2022-12-24,0.42,2022
Krishna Basin,2022-12-25,0.41,2022
Krishna Basin,2022-12-26,0.37,2022
Krishna Basin,2022-12-27,0.38,2022
Krishna Basin,2022-12-28,0.38,2022
Krishna Basin,2022-12-29,0.37,2022
Krishna Basin,2022-12-30,0.36,2022
Krishna Basin,2022-12-31,0.36,2022
Krishna Basin,2023-01-01,0.32,2023
